employee_id,manager_id,department,role_level,education_level,years_in_company,years_in_role,performance_rating,awards,kpis_count,kpis_achieved_pct,peer_review_score,training_courses_completed,certification_count,mentorship_participation,projects_delivered,salary,performance_intervention,promoted
EMP008235,EMP000003,Engineering,IC4,Bachelors,3,2,2,0,4,75.0,3,0,1,0,6,106259,0,0
EMP004400,EMP005466,Engineering,IC1,Other,7,4,3,1,1,0.0,3,0,0,0,2,83344,0,0
EMP005253,EMP001858,Marketing,IC2,Associates,6,4,4,3,2,50.0,4,1,0,0,4,90672,0,0
EMP000012,EMP000052,Sales,M2,Masters,25,15,4,0,4,100.0,5,5,4,0,4,195388,0,1
EMP004761,EMP001858,Marketing,IC1,Bachelors,7,5,3,0,1,100.0,4,1,1,0,2,75801,0,0
EMP001178,EMP008371,Finance,IC2,Masters,12,4,2,0,2,100.0,1,5,3,0,2,94545,0,0
EMP002864,EMP005466,Engineering,IC1,Masters,9,3,4,0,1,100.0,2,6,2,0,5,78666,0,0
EMP006472,EMP008371,Finance,IC2,Bachelors,5,1,4,0,2,50.0,3,2,1,0,3,84745,0,0
EMP006229,EMP004042,HR,IC3,Masters,5,3,2,0,3,66.67,2,1,2,0,5,96880,0,0
EMP002990,EMP003750,Operations,IC1,Bachelors,9,2,3,1,1,100.0,2,2,2,0,2,84220,0,0
EMP007118,EMP003750,Operations,IC1,Masters,4,2,4,0,1,100.0,5,4,3,0,2,75017,0,0
EMP007011,EMP000003,Engineering,M1,Masters,5,2,2,0,4,100.0,2,3,0,0,4,119373,0,0
EMP008567,EMP001858,Marketing,IC3,Masters,3,1,5,0,3,100.0,3,2,1,0,5,95877,0,0
EMP001441,EMP006029,Data Analytics,IC4,Masters,11,4,3,0,4,75.0,4,5,3,0,3,120411,0,0
EMP009758,EMP009124,Sales,IC2,Bachelors,0,0,0,0,2,0.0,0,0,0,0,0,76602,0,0
EMP002876,EMP001858,Marketing,IC3,Bachelors,9,4,3,0,3,66.67,3,1,0,0,1,98475,0,1
EMP009108,EMP005466,Engineering,IC2,Masters,1,0,2,0,2,100.0,3,0,1,0,3,76124,0,0
EMP008798,EMP009124,Sales,IC1,Bachelors,2,0,5,1,1,100.0,4,1,0,0,1,69166,0,0
EMP007233,EMP001858,Marketing,IC1,Other,4,2,3,0,1,100.0,2,0,0,0,2,74898,0,0
EMP003727,EMP000001,Operations,M1,Masters,8,4,3,0,4,100.0,2,4,0,0,0,137787,0,0
EMP002773,EMP009124,Sales,IC2,Bachelors,9,4,3,0,2,100.0,4,2,1,0,1,90202,0,0
EMP000455,EMP009124,Sales,IC2,Associates,15,5,3,0,2,100.0,3,3,0,0,1,101550,0,0
EMP008190,EMP000547,Finance,M1,Bachelors,3,2,2,0,4,75.0,1,1,0,0,3,121009,0,0
EMP001368,EMP008371,Finance,IC2,Associates,12,3,3,0,2,100.0,3,1,0,0,3,97203,0,1
EMP003713,EMP006590,Customer Success,IC1,Other,8,5,4,0,1,100.0,5,1,0,0,6,77607,0,0
EMP009863,EMP009124,Sales,IC2,Other,0,0,0,0,2,0.0,0,0,0,0,0,72035,0,0
EMP001389,EMP009124,Sales,IC3,Masters,12,4,3,2,3,100.0,2,1,1,0,3,105360,0,0
EMP001001,EMP000001,Operations,M2,Bachelors,13,8,3,0,4,25.0,3,4,0,0,4,162745,0,0
EMP007762,EMP000003,Engineering,M1,Associates,4,2,4,0,4,100.0,4,1,1,0,5,116849,0,0
EMP003554,EMP003750,Operations,IC3,Masters,8,4,4,0,3,33.33,4,4,1,0,1,96808,0,0
EMP004115,EMP003750,Operations,IC3,Bachelors,7,2,4,0,3,33.33,5,2,2,0,10,100649,0,0
EMP001668,EMP005466,Engineering,IC2,Bachelors,11,3,5,0,2,0.0,4,3,4,0,7,99816,0,0
EMP003174,EMP000044,Data Analytics,M1,Bachelors,9,5,3,0,4,25.0,3,4,3,0,2,134318,0,1
EMP009407,EMP005466,Engineering,IC1,Bachelors,0,0,0,0,1,0.0,0,0,0,0,0,67989,0,0
EMP000489,EMP008371,Finance,IC3,Bachelors,15,6,3,0,3,100.0,4,7,0,0,2,115280,0,0
EMP003231,EMP005466,Engineering,IC3,Other,8,3,2,0,3,66.67,2,4,2,0,2,103959,0,0
EMP003829,EMP000547,Finance,IC4,Bachelors,8,3,3,0,4,75.0,4,2,1,0,5,108995,0,0
EMP008661,EMP009124,Sales,IC3,Other,2,1,4,0,3,66.67,5,0,3,0,5,93089,0,0
EMP005209,EMP000547,Finance,M1,Masters,6,4,2,0,4,100.0,2,3,1,1,1,127962,0,0
EMP007849,EMP009124,Sales,IC2,Bachelors,4,2,4,0,2,100.0,4,0,1,0,5,85600,0,0
EMP005705,EMP008668,Engineering,IC4,High School,6,1,3,0,4,0.0,4,1,1,0,3,109657,0,1
EMP009650,EMP008371,Finance,IC2,Masters,0,0,0,0,2,0.0,0,0,0,0,0,77109,0,0
EMP008134,EMP004042,HR,IC2,Bachelors,3,1,2,0,2,100.0,1,0,1,0,2,84098,0,1
EMP000704,EMP000052,Sales,M1,Bachelors,14,9,3,0,4,100.0,2,7,0,0,7,135788,0,0
EMP005106,EMP008371,Finance,IC3,Bachelors,6,2,3,0,3,100.0,3,1,1,0,4,101904,0,0
EMP008903,EMP001858,Marketing,IC2,Masters,2,0,4,0,2,50.0,4,1,4,0,2,75844,0,0
EMP003292,EMP002462,Sales,IC4,Masters,8,5,3,0,4,75.0,2,3,0,1,5,111102,0,1
EMP008126,EMP000267,HR,M1,Bachelors,3,0,3,0,4,75.0,3,0,0,0,3,127128,0,0
EMP009642,EMP003750,Operations,IC3,Masters,0,0,0,0,3,0.0,0,0,0,0,0,88227,0,0
EMP009031,EMP000732,Operations,IC4,Bachelors,1,0,4,0,4,100.0,3,0,0,0,2,98737,0,0
EMP004910,EMP005466,Engineering,IC2,Other,7,3,3,1,2,100.0,2,2,1,1,1,84895,0,0
EMP004441,EMP005466,Engineering,IC3,Other,7,3,3,0,3,100.0,2,3,1,0,4,101997,0,0
EMP000987,EMP008668,Engineering,IC4,Bachelors,13,8,4,0,4,75.0,4,7,0,0,3,123189,0,1
EMP009246,EMP004042,HR,IC3,Bachelors,0,0,0,0,3,0.0,0,0,0,0,0,80675,0,0
EMP009072,EMP008371,Finance,IC1,Associates,1,0,4,0,1,100.0,5,0,1,1,2,70588,0,0
EMP007706,EMP000052,Sales,IC4,Associates,4,1,3,0,4,100.0,3,3,3,0,3,108918,0,0
EMP006258,EMP000003,Engineering,M1,Masters,5,1,3,0,4,75.0,3,3,1,0,9,128802,0,0
EMP006090,EMP009124,Sales,IC3,Masters,5,2,3,0,3,66.67,2,1,4,1,3,99693,0,0
EMP005239,EMP008371,Finance,IC3,Masters,6,2,3,0,3,33.33,2,1,1,0,8,98592,0,0
EMP001199,EMP001858,Marketing,IC3,Masters,12,9,3,0,3,100.0,5,4,0,0,6,105011,0,0
EMP009080,EMP006590,Customer Success,IC3,Bachelors,1,0,4,0,3,100.0,3,0,3,0,6,83525,0,0
EMP007520,EMP001858,Marketing,IC2,Associates,4,1,3,0,2,100.0,3,0,0,0,1,78937,0,0
EMP006813,EMP005466,Engineering,IC2,Associates,5,2,4,0,2,100.0,5,2,1,0,5,81433,0,0
EMP008321,EMP003750,Operations,IC2,Bachelors,3,0,2,0,2,100.0,3,1,2,0,2,80955,0,0
EMP007176,EMP003750,Operations,IC2,Bachelors,4,2,2,0,2,50.0,3,1,1,0,3,79751,0,0
EMP004471,EMP008371,Finance,IC3,Bachelors,7,3,4,0,3,66.67,3,4,1,0,3,94511,0,0
EMP000892,EMP003750,Operations,IC1,Other,13,5,4,0,1,100.0,5,7,1,0,2,88191,0,0
EMP001970,EMP000002,Marketing,IC4,Associates,10,7,2,0,4,100.0,1,3,0,0,3,121492,0,0
EMP005758,EMP008371,Finance,IC1,Bachelors,6,1,3,0,1,100.0,2,0,2,0,1,72875,0,0
EMP006528,EMP008371,Finance,IC1,Masters,5,3,5,0,1,0.0,5,0,1,0,4,73736,0,0
EMP006295,EMP004444,Product,IC2,Masters,5,2,2,0,2,100.0,3,2,1,0,1,85460,0,0
EMP007596,EMP005466,Engineering,IC1,Associates,4,2,4,0,1,100.0,5,2,3,0,1,69913,0,0
EMP003250,EMP002462,Sales,IC4,Masters,8,4,4,0,4,75.0,3,3,3,0,5,107843,0,0
EMP006571,EMP000146,Legal,M2,Bachelors,5,2,5,0,4,0.0,4,1,2,0,9,156449,0,0
EMP006639,EMP003750,Operations,IC1,Bachelors,5,2,2,0,1,100.0,2,1,0,0,0,75076,0,0
EMP007352,EMP000034,Customer Success,M3,Masters,4,1,5,0,6,16.67,5,0,1,0,6,183444,0,0
EMP009182,EMP001858,Marketing,IC2,Other,0,0,0,0,2,0.0,0,0,0,0,0,76640,0,0
EMP007474,EMP000547,Finance,M1,Masters,4,1,3,0,4,100.0,4,2,4,1,4,123883,0,0
EMP009214,EMP004444,Product,IC1,High School,0,0,0,0,1,0.0,0,0,0,0,0,64242,0,0
EMP008683,EMP000547,Finance,M1,Associates,2,0,3,0,4,50.0,3,0,3,0,2,123034,0,0
EMP001240,EMP004444,Product,IC2,Bachelors,12,9,4,0,2,0.0,5,4,2,0,3,96469,0,1
EMP002290,EMP007415,Legal,IC1,Associates,10,6,4,0,1,100.0,3,0,0,0,5,84475,0,0
EMP002741,EMP006590,Customer Success,IC1,Other,9,4,4,0,1,100.0,4,2,1,0,2,85073,0,0
EMP004586,EMP000003,Engineering,M2,Masters,7,2,4,1,4,100.0,5,2,5,1,6,158810,0,1
EMP001230,EMP003750,Operations,IC2,Bachelors,12,2,3,0,2,50.0,3,3,1,0,0,102524,0,1
EMP006981,EMP000732,Operations,IC4,Bachelors,5,1,4,0,4,100.0,4,1,1,0,6,107678,0,1
EMP005179,EMP005466,Engineering,IC1,Masters,6,2,3,0,1,0.0,3,1,0,0,1,78629,0,0
EMP004294,EMP008371,Finance,IC2,Associates,7,3,4,0,2,100.0,3,1,0,0,1,92729,0,0
EMP001059,EMP005466,Engineering,IC3,Masters,12,3,3,0,3,66.67,4,5,1,0,10,107126,0,0
EMP006263,EMP002462,Sales,IC4,Masters,5,2,3,0,4,25.0,3,1,2,0,5,109001,0,0
EMP000282,EMP008668,Engineering,IC4,Masters,16,5,3,1,4,25.0,2,7,2,0,3,130675,0,1
EMP000969,EMP000044,Data Analytics,M1,Bachelors,13,8,4,0,4,100.0,4,9,1,0,8,140375,0,0
EMP003954,EMP005466,Engineering,IC2,High School,8,5,3,0,2,100.0,3,0,1,0,2,88310,0,0
EMP001940,EMP004444,Product,IC1,Bachelors,10,7,4,0,1,100.0,3,5,1,0,3,80796,0,0
EMP009276,EMP003750,Operations,IC3,Other,0,0,0,0,3,0.0,0,0,0,0,0,87721,0,0
EMP001275,EMP000003,Engineering,IC4,Bachelors,12,8,4,0,4,50.0,5,6,1,1,7,126380,0,0
EMP000620,EMP004444,Product,IC1,Bachelors,14,9,4,0,1,100.0,4,0,2,0,3,95770,0,1
EMP008514,EMP008144,Product,IC4,Masters,3,1,4,0,4,100.0,4,0,1,0,2,99378,0,0
EMP001743,EMP009124,Sales,IC3,Bachelors,11,3,3,0,3,66.67,2,2,0,0,3,103335,0,0
EMP001391,EMP009124,Sales,IC3,Bachelors,12,8,3,0,3,66.67,4,4,3,0,4,105111,0,0
EMP002204,EMP000003,Engineering,M1,Bachelors,10,2,4,0,4,100.0,4,6,0,0,2,131787,0,0
EMP003569,EMP001858,Marketing,IC2,Bachelors,8,3,4,0,2,100.0,4,0,1,0,5,94249,0,0
EMP006117,EMP008144,Product,IC4,Bachelors,5,3,2,0,4,100.0,1,2,2,0,6,103486,0,0
EMP009981,EMP000267,HR,M1,Bachelors,0,0,0,0,4,0.0,0,0,0,0,0,120726,0,0
EMP006053,EMP000732,Operations,IC4,Bachelors,5,3,4,0,4,75.0,3,2,2,0,5,113096,0,0
EMP003179,EMP005466,Engineering,IC1,Bachelors,9,4,4,0,1,100.0,5,0,2,0,4,87691,0,0
EMP003193,EMP002462,Sales,IC4,Bachelors,8,5,1,0,4,50.0,1,4,2,0,3,107381,0,0
EMP006100,EMP005466,Engineering,IC3,Masters,5,3,4,0,3,66.67,4,2,1,0,3,91017,0,0
EMP007030,EMP001858,Marketing,IC2,Masters,5,2,4,0,2,100.0,5,3,2,0,2,88530,0,0
EMP000576,EMP000001,Operations,IC4,Bachelors,14,3,4,0,4,75.0,4,4,0,0,4,130537,0,0
EMP006657,EMP008371,Finance,IC2,Bachelors,5,3,4,0,2,100.0,2,1,2,0,3,85244,0,0
EMP007116,EMP000267,HR,M1,Bachelors,4,2,3,0,4,100.0,3,1,4,0,7,118207,0,0
EMP008812,EMP005466,Engineering,IC1,Masters,2,1,4,1,1,100.0,5,0,1,0,1,66297,0,0
EMP006277,EMP000003,Engineering,M3,Bachelors,5,2,3,0,6,66.67,2,2,1,0,3,194556,0,1
EMP008994,EMP005466,Engineering,IC2,Associates,2,1,3,1,2,50.0,2,0,0,0,0,77992,0,0
EMP005898,EMP000052,Sales,M2,Associates,6,1,1,0,4,50.0,1,2,0,0,2,160245,0,0
EMP005725,EMP008371,Finance,IC3,Masters,6,1,3,0,3,66.67,4,0,4,0,4,99402,0,0
EMP000270,EMP006590,Customer Success,IC3,Bachelors,17,5,1,0,3,66.67,1,5,1,0,8,123144,0,0
EMP000630,EMP004444,Product,IC2,Masters,14,11,4,1,2,100.0,3,6,1,0,3,104884,0,1
EMP003082,EMP004444,Product,IC3,Bachelors,9,2,4,0,3,100.0,4,4,2,0,5,105021,0,0
EMP003467,EMP006590,Customer Success,IC3,Bachelors,8,1,4,0,3,100.0,5,3,1,0,10,102488,0,0
EMP006431,EMP000001,Operations,M1,Bachelors,5,1,4,0,4,100.0,3,2,1,0,6,123381,0,0
EMP009321,EMP009124,Sales,IC2,Masters,0,0,0,0,2,0.0,0,0,0,0,0,79160,0,0
EMP007063,EMP002462,Sales,IC4,Masters,4,3,3,0,4,75.0,3,0,1,0,5,111002,0,0
EMP009738,EMP005466,Engineering,IC2,Masters,0,0,0,0,2,0.0,0,0,0,0,0,70897,0,0
EMP005544,EMP005466,Engineering,IC3,Bachelors,6,3,5,0,3,100.0,4,0,0,0,5,94285,0,1
EMP004357,EMP002462,Sales,IC4,High School,7,3,4,0,4,100.0,4,1,0,0,6,112571,0,0
EMP002114,EMP006590,Customer Success,IC2,Bachelors,10,7,4,0,2,100.0,4,3,0,0,6,90985,0,0
EMP008220,EMP000052,Sales,M2,Masters,3,2,3,0,4,75.0,3,3,0,0,0,145801,0,0
EMP003217,EMP000003,Engineering,M1,Masters,8,2,4,0,4,75.0,4,3,1,0,4,125179,0,1
EMP003815,EMP008472,Data Analytics,IC1,Bachelors,8,4,4,0,1,100.0,3,3,6,0,1,77561,0,0
EMP008322,EMP008371,Finance,IC2,Associates,3,2,3,0,2,100.0,3,1,0,0,2,83427,0,0
EMP008599,EMP008668,Engineering,IC4,Masters,3,1,4,0,4,75.0,4,0,1,0,2,99487,0,1
EMP002279,EMP000052,Sales,IC4,Bachelors,10,3,2,0,4,100.0,1,1,0,0,3,113487,0,0
EMP004600,EMP000146,Legal,M1,Bachelors,7,3,4,0,4,75.0,4,3,2,0,6,127456,0,0
EMP000014,EMP001858,Marketing,IC3,Bachelors,25,15,3,0,3,100.0,4,4,1,0,5,131648,0,0
EMP009235,EMP000052,Sales,M1,Bachelors,0,0,0,0,4,0.0,0,0,0,0,0,122118,0,0
EMP001526,EMP005466,Engineering,IC3,Bachelors,11,6,2,0,3,100.0,1,5,0,0,9,103513,0,0
EMP002366,EMP009124,Sales,IC1,Bachelors,10,5,4,0,1,100.0,3,7,2,0,3,83983,0,1
EMP004649,EMP004042,HR,IC2,Bachelors,7,4,3,0,2,0.0,3,0,1,1,3,93210,0,0
EMP000375,EMP000052,Sales,M2,Masters,16,4,4,0,4,50.0,4,1,2,0,2,176549,0,0
EMP008531,EMP001858,Marketing,IC2,High School,3,1,4,0,2,100.0,4,0,1,0,2,83461,0,0
EMP006478,EMP005466,Engineering,IC1,Masters,5,3,4,0,1,100.0,5,1,0,1,3,78252,0,0
EMP000526,EMP001858,Marketing,IC2,Masters,15,3,2,0,2,100.0,2,12,3,0,4,101455,0,0
EMP006896,EMP005466,Engineering,IC1,Associates,5,2,2,0,1,100.0,1,0,0,0,4,73968,1,0
EMP003592,EMP004444,Product,IC2,Masters,8,5,5,0,2,100.0,5,4,1,0,6,88785,0,0
EMP007905,EMP005466,Engineering,IC2,Masters,4,0,4,0,2,100.0,4,1,0,0,3,79315,0,0
EMP002959,EMP000001,Operations,M1,High School,9,5,5,0,4,75.0,5,2,1,1,4,129253,0,0
EMP000530,EMP003750,Operations,IC2,Other,15,5,4,0,2,100.0,3,3,0,1,3,100806,0,0
EMP003715,EMP005466,Engineering,IC3,Bachelors,8,4,2,0,3,100.0,2,6,2,0,3,104864,0,0
EMP004733,EMP005466,Engineering,IC2,Associates,7,5,4,0,2,50.0,4,1,0,1,3,84579,0,0
EMP001395,EMP004042,HR,IC2,Bachelors,12,2,4,0,2,100.0,5,6,1,0,6,96022,0,0
EMP005632,EMP008144,Product,IC4,Associates,6,2,4,0,4,100.0,5,2,1,1,10,110704,0,0
EMP006564,EMP005466,Engineering,IC2,Bachelors,5,1,4,0,2,100.0,3,1,1,0,0,84114,0,0
EMP004704,EMP005865,Marketing,IC4,Bachelors,7,4,4,0,4,75.0,3,3,1,1,6,114982,0,0
EMP001713,EMP003750,Operations,IC2,Bachelors,11,4,2,0,2,100.0,3,3,1,0,0,97096,0,0
EMP009766,EMP009124,Sales,IC2,Bachelors,0,0,0,0,2,0.0,0,0,0,0,0,73736,0,0
EMP000956,EMP005466,Engineering,IC2,Masters,13,3,3,0,2,50.0,3,4,0,0,0,99360,0,0
EMP006676,EMP000003,Engineering,M1,High School,5,2,4,1,4,25.0,5,1,0,1,5,130145,0,0
EMP003454,EMP003750,Operations,IC3,Bachelors,8,3,3,0,3,100.0,3,8,0,0,1,102197,0,0
EMP002072,EMP008668,Engineering,IC4,Masters,10,6,3,0,4,100.0,2,6,1,0,3,118118,0,0
EMP009751,EMP005466,Engineering,IC1,Associates,0,0,0,0,1,0.0,0,0,0,0,0,65914,0,0
EMP000159,EMP000547,Finance,M2,Associates,18,13,2,1,4,75.0,1,2,1,0,5,171942,0,0
EMP007006,EMP008371,Finance,IC2,Associates,5,3,4,0,2,100.0,2,1,1,1,1,84859,0,0
EMP000353,EMP003750,Operations,IC3,Bachelors,16,10,3,0,3,66.67,2,3,2,0,4,116096,0,0
EMP006079,EMP001858,Marketing,IC2,Bachelors,5,1,4,0,2,100.0,4,2,3,0,2,82667,0,0
EMP006237,EMP009124,Sales,IC3,Masters,5,3,3,0,3,100.0,4,2,2,0,3,91932,0,0
EMP002921,EMP004042,HR,IC2,Masters,9,6,3,0,2,100.0,4,3,1,0,2,90646,0,0
EMP004645,EMP001858,Marketing,IC2,Bachelors,7,5,4,0,2,50.0,4,4,4,0,1,92475,0,0
EMP000662,EMP000267,HR,M1,Bachelors,14,9,2,0,4,0.0,3,2,1,0,3,137223,0,0
EMP007058,EMP005466,Engineering,IC2,Masters,4,2,4,2,2,50.0,5,3,1,0,2,85288,0,1
EMP003666,EMP003750,Operations,IC2,Associates,8,6,3,0,2,100.0,3,0,0,0,3,91701,0,0
EMP007980,EMP005466,Engineering,IC3,Bachelors,3,1,5,0,3,100.0,5,2,2,0,2,88682,0,0
EMP000307,EMP003750,Operations,IC2,Bachelors,16,4,4,0,2,100.0,3,5,0,0,2,109250,0,0
EMP004791,EMP006590,Customer Success,IC1,Masters,7,4,4,0,1,100.0,4,11,1,0,3,81073,0,1
EMP002357,EMP000002,Marketing,M2,Bachelors,10,5,4,0,4,75.0,4,4,3,0,7,152127,0,0
EMP001928,EMP009124,Sales,IC1,Bachelors,10,6,5,0,1,100.0,5,4,0,0,1,81421,0,0
EMP009341,EMP008668,Engineering,IC4,Other,0,0,0,0,4,0.0,0,0,0,0,0,100238,0,0
EMP003428,EMP003750,Operations,IC3,Bachelors,8,5,2,0,3,66.67,3,0,0,0,3,104615,0,0
EMP003639,EMP008371,Finance,IC2,Bachelors,8,2,3,0,2,100.0,3,4,2,0,3,89549,0,0
EMP001267,EMP001858,Marketing,IC2,Bachelors,12,2,4,0,2,50.0,5,8,0,1,3,97576,0,1
EMP001561,EMP000003,Engineering,M1,Masters,11,7,3,0,4,0.0,5,2,4,0,3,138457,0,0
EMP007180,EMP001858,Marketing,IC2,Masters,4,2,2,0,2,100.0,3,1,3,0,2,81171,0,0
EMP004110,EMP001858,Marketing,IC1,High School,7,3,3,0,1,100.0,4,1,0,0,2,83061,0,1
EMP007868,EMP009124,Sales,IC1,PhD,4,2,4,0,1,100.0,4,0,2,1,1,77211,0,0
EMP004905,EMP008371,Finance,IC3,Bachelors,7,2,4,0,3,100.0,4,4,0,0,4,94178,0,1
EMP007295,EMP005466,Engineering,IC2,Bachelors,4,2,3,0,2,100.0,3,1,0,0,5,86967,0,0
EMP000515,EMP000003,Engineering,M2,Bachelors,15,7,3,0,4,100.0,3,4,2,0,5,160685,0,0
EMP000895,EMP009124,Sales,IC2,Masters,13,8,3,0,2,100.0,3,7,2,0,1,99027,0,0
EMP000022,EMP005466,Engineering,IC2,Masters,24,15,4,0,2,100.0,4,6,0,0,4,119978,0,0
EMP000900,EMP008371,Finance,IC2,Bachelors,13,3,4,0,2,100.0,4,8,1,0,3,102255,0,0
EMP000208,EMP005466,Engineering,IC1,Other,17,8,4,0,1,100.0,5,4,0,0,2,99818,0,1
EMP000459,EMP000002,Marketing,M1,Bachelors,15,7,4,0,4,0.0,4,5,3,1,6,139649,0,0
EMP002431,EMP008371,Finance,IC1,Bachelors,10,3,1,0,1,0.0,1,1,2,0,2,88284,0,0
EMP008443,EMP000003,Engineering,M1,Masters,3,2,4,0,4,50.0,4,1,0,0,7,114562,0,1
EMP003390,EMP000122,Product,M1,Bachelors,8,4,3,0,4,50.0,3,6,1,0,0,126708,0,0
EMP003912,EMP000001,Operations,M2,Bachelors,8,2,4,0,4,50.0,3,3,0,0,6,151422,0,1
EMP005384,EMP006562,Finance,IC4,Bachelors,6,3,3,0,4,75.0,2,0,1,0,8,111866,0,0
EMP000553,EMP001858,Marketing,IC1,Masters,15,10,4,0,1,100.0,4,8,1,0,7,95301,0,0
EMP003145,EMP009124,Sales,IC2,Bachelors,9,5,3,0,2,50.0,3,4,1,0,0,91805,0,0
EMP006918,EMP009124,Sales,IC1,Bachelors,5,3,4,0,1,100.0,4,0,0,0,2,72317,0,0
EMP002057,EMP001858,Marketing,IC3,Bachelors,10,4,1,0,3,66.67,1,2,1,0,5,106334,0,0
EMP001926,EMP009124,Sales,IC3,Bachelors,10,2,3,0,3,66.67,3,4,2,0,1,100486,0,0
EMP000635,EMP002462,Sales,IC4,Bachelors,14,3,4,0,4,50.0,4,8,3,0,5,121606,0,1
EMP006083,EMP005466,Engineering,IC2,Bachelors,5,3,3,0,2,100.0,4,0,1,1,1,84361,0,0
EMP008509,EMP004042,HR,IC2,Bachelors,3,1,1,0,2,100.0,2,0,3,0,2,81221,0,1
EMP009280,EMP008371,Finance,IC2,Bachelors,0,0,0,0,2,0.0,0,0,0,0,0,74133,0,0
EMP009689,EMP009124,Sales,IC2,Bachelors,0,0,0,0,2,0.0,0,0,0,0,0,74217,0,0
EMP000106,EMP008371,Finance,IC2,Associates,20,15,4,1,2,100.0,3,0,1,0,5,111404,0,1
EMP003042,EMP009124,Sales,IC2,Associates,9,6,2,0,2,0.0,2,2,1,0,1,90739,0,1
EMP001710,EMP007415,Legal,IC2,Other,11,2,3,0,2,100.0,3,3,0,0,3,101404,0,0
EMP000090,EMP001858,Marketing,IC2,Masters,20,14,2,0,2,50.0,2,7,2,0,2,112857,0,0
EMP007015,EMP000052,Sales,M2,Masters,5,3,2,0,4,75.0,2,0,0,0,2,146930,0,0
EMP003175,EMP009124,Sales,IC1,Bachelors,9,5,4,1,1,100.0,5,1,0,0,7,86312,0,0
EMP000918,EMP001858,Marketing,IC3,Bachelors,13,10,4,0,3,100.0,3,4,1,0,5,115306,0,0
EMP007834,EMP003750,Operations,IC2,Bachelors,4,0,3,0,2,100.0,3,2,1,0,1,83706,0,0
EMP006733,EMP000002,Marketing,M1,Bachelors,5,2,3,0,4,75.0,3,1,6,0,4,119159,0,1
EMP001950,EMP000122,Product,M1,Masters,10,2,2,0,4,100.0,1,2,0,0,3,135330,0,0
EMP006369,EMP007415,Legal,IC3,Other,5,2,3,1,3,100.0,2,0,3,0,8,92063,0,0
EMP000002,,Marketing,Director,Masters,25,7,0,0,0,0.0,0,11,5,1,0,267221,0,0
EMP008033,EMP000052,Sales,M2,Bachelors,3,2,3,0,4,25.0,4,0,3,0,6,143154,0,0
EMP006048,EMP005466,Engineering,IC3,Bachelors,5,1,4,3,3,66.67,5,3,1,0,2,90775,0,0
EMP002721,EMP000044,Data Analytics,IC4,Masters,9,5,2,0,4,75.0,2,0,2,0,7,117379,0,0
EMP009823,EMP000547,Finance,IC4,Bachelors,0,0,0,0,4,0.0,0,0,0,0,0,96028,0,0
EMP003118,EMP000002,Marketing,M1,Masters,9,5,4,0,4,50.0,5,7,3,0,2,136447,0,0
EMP009476,EMP001858,Marketing,IC2,Bachelors,0,0,0,0,2,0.0,0,0,0,0,0,79977,0,0
EMP003763,EMP009124,Sales,IC2,Bachelors,8,3,1,0,2,100.0,1,1,0,0,1,92455,0,0
EMP000214,EMP000003,Engineering,M1,Bachelors,17,12,5,0,4,100.0,5,4,1,0,2,155132,0,0
EMP000779,EMP009124,Sales,IC1,Masters,13,4,5,0,1,100.0,5,6,3,0,2,92413,0,0
EMP003497,EMP004444,Product,IC2,Bachelors,8,6,3,0,2,50.0,4,3,0,0,1,86830,0,0
EMP008827,EMP004444,Product,IC3,Masters,2,1,4,0,3,100.0,4,2,2,0,7,92732,0,0
EMP002044,EMP009124,Sales,IC1,Bachelors,10,3,4,0,1,0.0,1,6,1,0,1,84833,0,0
EMP005421,EMP000122,Product,M2,Bachelors,6,3,5,0,4,75.0,5,1,1,1,5,157949,0,1
EMP006155,EMP005466,Engineering,IC1,Bachelors,5,1,3,0,1,100.0,3,1,4,0,0,70909,0,0
EMP008358,EMP005466,Engineering,IC2,Bachelors,3,0,4,0,2,100.0,5,0,1,0,2,82847,0,0
EMP009668,EMP001858,Marketing,IC1,Other,0,0,0,0,1,0.0,0,0,0,0,0,64328,0,0
EMP008466,EMP009124,Sales,IC1,Other,3,1,3,0,1,100.0,1,2,0,0,2,68519,0,0
EMP004168,EMP000002,Marketing,IC4,Bachelors,7,4,3,0,4,75.0,2,2,2,0,5,107498,0,0
EMP003789,EMP009124,Sales,IC2,Other,8,5,4,0,2,0.0,5,1,1,0,3,92343,0,0
EMP000584,EMP009124,Sales,IC1,Bachelors,14,9,4,0,1,100.0,4,1,0,1,5,91073,0,0
EMP009922,EMP000003,Engineering,IC4,Bachelors,0,0,0,0,4,0.0,0,0,0,0,0,92026,0,0
EMP009997,EMP003750,Operations,IC3,Associates,0,0,0,0,3,0.0,0,0,0,0,0,84444,0,0
EMP000117,EMP005466,Engineering,IC2,Masters,19,7,4,0,2,100.0,3,6,1,1,1,110116,0,0
EMP006645,EMP006590,Customer Success,IC2,Masters,5,3,4,0,2,50.0,5,1,1,0,6,81642,0,1
EMP009043,EMP005466,Engineering,IC3,Masters,1,0,5,0,3,33.33,5,0,2,0,6,83389,0,1
EMP009962,EMP003750,Operations,IC3,Masters,0,0,0,0,3,0.0,0,0,0,0,0,80565,0,0
EMP008969,EMP001858,Marketing,IC2,PhD,2,0,4,0,2,50.0,3,0,1,1,6,78127,0,1
