employee_id,manager_id,department,role_level,education_level,years_in_company,years_in_role,performance_rating,awards,kpis_count,kpis_achieved_pct,peer_review_score,training_courses_completed,certification_count,mentorship_participation,projects_delivered,salary,performance_intervention,promoted,prediction_promoted,box_category,potential
EMP007004,EMP008668,Engineering,IC4,Bachelors,5,1,4,3,4,100.0,5,1,1,0,3,108470,0,1,1,High Potential / High Performance,0.23338858402133325
EMP002582,EMP009124,Sales,IC2,Other,9,5,4,0,2,50.0,4,5,1,1,6,95854,0,0,1,High Potential / High Performance,0.19900968781571862
EMP001369,EMP009124,Sales,IC2,Masters,12,5,3,0,2,50.0,1,3,1,0,4,100065,0,1,1,Moderate Potential / Moderate Performance,0.1482297659485952
EMP008206,EMP005466,Engineering,IC1,Bachelors,3,2,2,0,1,100.0,2,0,0,0,2,68368,0,0,0,Low Potential / Low Performance,0.12371062821878813
EMP000598,EMP009124,Sales,IC2,Bachelors,14,7,3,0,2,100.0,5,5,1,0,1,106941,0,1,1,Moderate Potential / Moderate Performance,0.19556881513005273
EMP004352,EMP001858,Marketing,IC1,Bachelors,7,2,4,1,1,100.0,3,3,1,0,4,80890,0,0,1,Moderate Potential / High Performance,0.15703173533256048
EMP006347,EMP008371,Finance,IC1,Bachelors,5,1,5,0,1,100.0,5,1,2,0,0,74036,0,1,1,Moderate Potential / High Performance,0.18350717151405305
EMP008986,EMP005466,Engineering,IC3,Bachelors,2,1,4,1,3,100.0,4,1,1,0,4,93573,0,0,1,Moderate Potential / High Performance,0.17497298059140587
EMP006380,EMP002462,Sales,IC4,Masters,5,1,4,0,4,75.0,4,0,1,0,1,110942,0,0,1,Moderate Potential / High Performance,0.19052031566394106
EMP004759,EMP009124,Sales,IC3,Masters,7,2,4,1,3,66.67,5,3,3,0,9,98140,0,0,1,High Potential / High Performance,0.24441227527437115
EMP000647,EMP008371,Finance,IC1,Associates,14,8,3,0,1,100.0,2,3,1,0,0,91196,0,0,0,Low Potential / Moderate Performance,0.11258853530090827
EMP006382,EMP000732,Operations,IC4,Bachelors,5,2,5,0,4,100.0,4,1,1,0,3,108040,0,0,1,Moderate Potential / High Performance,0.15965453518707756
EMP007528,EMP008371,Finance,IC1,Associates,4,1,4,0,1,100.0,3,1,1,0,4,69653,0,0,0,Low Potential / High Performance,0.1250144073864401
EMP006024,EMP005466,Engineering,IC3,Bachelors,5,1,4,0,3,66.67,4,1,2,1,3,94446,0,0,1,Moderate Potential / High Performance,0.1887836460951018
EMP007970,EMP002417,Customer Success,IC4,Bachelors,3,0,4,0,4,25.0,5,1,1,0,6,100376,0,1,1,High Potential / High Performance,0.25375034547093356
EMP007166,EMP005466,Engineering,IC2,Bachelors,4,2,4,0,2,100.0,3,3,5,0,2,81399,0,0,1,Moderate Potential / High Performance,0.1473288526468782
EMP003469,EMP000052,Sales,M1,High School,8,5,5,2,4,100.0,5,1,0,0,9,136467,0,1,1,Moderate Potential / High Performance,0.17503342300074712
EMP007813,EMP004444,Product,IC3,Bachelors,4,2,4,0,3,100.0,3,0,1,0,2,89192,0,0,0,Low Potential / High Performance,0.139188358219492
EMP007698,EMP006590,Customer Success,IC3,Associates,4,2,3,0,3,66.67,2,1,0,0,2,96288,0,0,0,Low Potential / Moderate Performance,0.13081224599021918
EMP002991,EMP006590,Customer Success,IC1,Bachelors,9,2,4,0,1,100.0,3,1,4,0,3,86795,0,0,1,Low Potential / High Performance,0.14088281517752144
EMP004876,EMP000003,Engineering,M1,Associates,7,2,3,1,4,25.0,3,2,2,0,3,127977,0,0,1,High Potential / Moderate Performance,0.20073726282888255
EMP002545,EMP004444,Product,IC1,Masters,9,6,3,0,1,0.0,3,5,2,0,1,84475,0,0,1,High Potential / Moderate Performance,0.2479277132848417
EMP008605,EMP005466,Engineering,IC2,Associates,3,1,2,0,2,100.0,2,1,1,0,2,78086,0,0,0,Low Potential / Low Performance,0.11328934476420523
EMP005342,EMP004444,Product,IC2,Bachelors,6,2,5,0,2,100.0,5,1,1,0,5,90552,0,1,1,Moderate Potential / High Performance,0.17930177369431377
EMP001568,EMP001858,Marketing,IC3,Bachelors,11,2,2,0,3,100.0,3,2,2,0,5,106937,0,0,1,Moderate Potential / Low Performance,0.1465858347629508
EMP004067,EMP003750,Operations,IC3,Associates,7,3,3,0,3,100.0,4,0,2,0,8,97782,0,0,1,Low Potential / Moderate Performance,0.1402087328889424
EMP003989,EMP009124,Sales,IC1,Bachelors,8,5,4,2,1,100.0,4,2,2,0,2,77209,0,0,1,Moderate Potential / High Performance,0.18993796566141455
EMP007032,EMP008668,Engineering,IC4,Associates,5,2,4,0,4,75.0,4,1,3,0,3,101515,0,0,1,Moderate Potential / High Performance,0.16313105336656633
EMP002161,EMP009124,Sales,IC3,Bachelors,10,6,3,0,3,33.33,4,8,0,0,3,106826,0,0,1,High Potential / Moderate Performance,0.24126288722868708
EMP000686,EMP000052,Sales,M1,Bachelors,14,8,4,0,4,25.0,4,6,1,1,6,142885,0,0,1,High Potential / High Performance,0.23634155602370185
EMP007603,EMP009124,Sales,IC1,Bachelors,4,2,3,0,1,100.0,4,0,3,0,1,75617,0,0,1,Moderate Potential / Moderate Performance,0.16146969366605957
EMP007800,EMP009124,Sales,IC3,Bachelors,4,2,2,0,3,100.0,2,0,0,0,5,90715,0,0,0,Low Potential / Low Performance,0.12296533196975651
EMP003244,EMP004042,HR,IC2,Masters,8,2,2,0,2,100.0,2,6,1,0,2,91393,0,0,1,Moderate Potential / Low Performance,0.14654731355350573
EMP005845,EMP001858,Marketing,IC2,Associates,6,1,3,0,2,100.0,3,1,0,0,2,89748,0,0,0,Low Potential / Moderate Performance,0.12807518207337437
EMP008188,EMP000001,Operations,M1,Bachelors,3,1,3,0,4,75.0,5,0,1,0,7,124163,0,1,1,High Potential / Moderate Performance,0.20345612572987828
EMP002462,EMP000052,Sales,M3,Masters,9,4,4,0,6,83.33,2,1,1,0,4,199170,0,0,1,Low Potential / High Performance,0.14109624431014328
EMP004084,EMP001858,Marketing,IC2,Bachelors,7,5,2,0,2,50.0,2,4,2,0,1,87438,0,0,1,Moderate Potential / Low Performance,0.167494245081663
EMP002838,EMP002462,Sales,IC4,Masters,9,7,4,0,4,50.0,5,5,1,0,3,121337,0,0,1,High Potential / High Performance,0.25140871128804637
EMP003698,EMP005466,Engineering,IC2,Masters,8,4,5,1,2,100.0,5,5,2,0,3,86650,0,0,1,High Potential / High Performance,0.21857409786529292
EMP007129,EMP000002,Marketing,M2,Masters,4,1,3,0,4,75.0,3,1,1,0,3,146682,0,1,1,Moderate Potential / Moderate Performance,0.17227952160880858
EMP006268,EMP005466,Engineering,IC3,Bachelors,5,3,3,0,3,100.0,4,2,1,0,5,95864,0,0,1,Moderate Potential / Moderate Performance,0.16415869830019955
EMP004942,EMP004444,Product,IC3,Other,7,4,4,0,3,100.0,3,0,1,0,4,96095,0,0,0,Low Potential / High Performance,0.1291104754076375
EMP005947,EMP000003,Engineering,M2,Bachelors,6,2,4,0,4,25.0,5,3,2,0,6,154301,0,0,1,High Potential / High Performance,0.2614719835613155
EMP004584,EMP008668,Engineering,IC4,Masters,7,5,4,0,4,0.0,4,1,0,0,6,109820,0,0,1,High Potential / High Performance,0.256896650606513
EMP005785,EMP003750,Operations,IC2,Other,6,4,4,0,2,100.0,4,3,2,1,5,90054,0,0,1,Moderate Potential / High Performance,0.15495720877112173
EMP004041,EMP009124,Sales,IC1,Bachelors,8,5,4,1,1,100.0,3,0,1,0,1,79737,0,0,1,Moderate Potential / High Performance,0.14881891127881808
EMP002231,EMP002462,Sales,IC4,Masters,10,7,3,0,4,100.0,4,2,4,0,4,121198,0,0,1,Moderate Potential / Moderate Performance,0.1724726215049117
EMP007570,EMP008371,Finance,IC3,High School,4,1,3,1,3,0.0,3,2,0,0,6,96406,0,0,1,High Potential / Moderate Performance,0.20887603723516615
EMP000936,EMP000003,Engineering,M2,Associates,13,4,4,1,4,25.0,4,1,0,0,9,163093,0,0,1,High Potential / High Performance,0.2139039494623611
EMP002321,EMP009124,Sales,IC3,Bachelors,10,6,4,0,3,66.67,5,1,1,0,8,104070,0,0,1,High Potential / High Performance,0.20513288409243768
EMP004879,EMP003750,Operations,IC1,Masters,7,2,3,0,1,100.0,3,2,2,0,4,81054,0,0,1,Moderate Potential / Moderate Performance,0.15257035570685293
EMP000522,EMP006562,Finance,IC4,Associates,15,5,5,0,4,25.0,5,4,1,0,6,125924,0,1,1,High Potential / High Performance,0.23288950044412585
EMP000523,EMP004042,HR,IC3,Masters,15,3,2,0,3,33.33,2,4,0,0,2,115649,0,0,1,Moderate Potential / Low Performance,0.19153185199045017
EMP005346,EMP000547,Finance,M1,Masters,6,2,5,0,4,100.0,5,5,0,0,4,125302,0,1,1,High Potential / High Performance,0.20458854125509354
EMP003360,EMP009124,Sales,IC2,Masters,8,4,3,0,2,100.0,3,1,0,0,1,90499,0,0,1,Moderate Potential / Moderate Performance,0.15039045608514998
EMP001312,EMP008371,Finance,IC2,Masters,12,6,2,0,2,50.0,4,4,1,0,5,94316,0,0,1,High Potential / Low Performance,0.2227420091239971
EMP003984,EMP001858,Marketing,IC2,Masters,8,4,4,0,2,50.0,4,2,0,0,4,91394,0,0,1,High Potential / High Performance,0.21263046566110835
EMP006495,EMP000547,Finance,IC4,Masters,5,1,4,0,4,0.0,3,1,0,0,3,105024,0,1,1,High Potential / High Performance,0.23450683047295928
EMP001717,EMP008371,Finance,IC3,Bachelors,11,6,4,0,3,100.0,4,1,0,0,8,106258,0,0,1,Moderate Potential / High Performance,0.15479289388962172
EMP000781,EMP009124,Sales,IC2,Bachelors,13,3,4,0,2,100.0,3,5,2,0,2,100527,0,0,1,Moderate Potential / High Performance,0.1510675960258051
EMP008808,EMP008371,Finance,IC2,Bachelors,2,0,5,0,2,100.0,4,1,2,0,1,78671,0,0,1,Moderate Potential / High Performance,0.16167426904610285
EMP008240,EMP009124,Sales,IC3,Associates,3,1,4,0,3,33.33,4,2,1,0,6,94985,0,0,1,Moderate Potential / High Performance,0.1973625470515
EMP005608,EMP000001,Operations,M2,Masters,6,1,4,0,4,50.0,3,2,1,0,7,152068,0,0,1,Moderate Potential / High Performance,0.19044047887539087
EMP005979,EMP002462,Sales,IC4,Bachelors,6,2,2,0,4,0.0,1,2,0,0,0,110607,0,0,1,Moderate Potential / Low Performance,0.18209335154469197
EMP000652,EMP000034,Customer Success,M1,Bachelors,14,5,3,0,4,100.0,3,6,0,0,2,149077,0,0,1,Moderate Potential / Moderate Performance,0.15539295590614705
EMP003748,EMP009124,Sales,IC2,Masters,8,2,4,1,2,50.0,4,3,1,0,2,95337,0,0,1,High Potential / High Performance,0.23720293725351754
EMP002197,EMP005466,Engineering,IC1,Associates,10,4,3,0,1,100.0,2,2,1,0,4,87048,0,0,0,Low Potential / Moderate Performance,0.11074718045637141
EMP008427,EMP007415,Legal,IC2,Bachelors,3,1,5,0,2,50.0,5,1,1,0,3,82788,0,0,1,High Potential / High Performance,0.2260543216146552
EMP000370,EMP004444,Product,IC1,Masters,16,7,2,0,1,0.0,2,6,3,0,1,101949,0,0,1,High Potential / Low Performance,0.22547869684098695
EMP008021,EMP005466,Engineering,IC1,Masters,3,1,5,1,1,100.0,5,0,1,0,3,70888,0,0,1,High Potential / High Performance,0.20313540867521576
EMP004215,EMP003750,Operations,IC3,Associates,7,2,3,0,3,100.0,3,1,1,0,2,94828,0,0,0,Low Potential / Moderate Performance,0.12814457233857302
EMP000378,EMP009124,Sales,IC3,Bachelors,16,8,4,0,3,33.33,5,8,1,0,3,117139,0,0,1,High Potential / High Performance,0.266397549365342
EMP002217,EMP003750,Operations,IC1,Masters,10,7,5,0,1,100.0,5,0,1,0,2,89556,0,0,1,Moderate Potential / High Performance,0.18359943077201882
EMP001614,EMP003750,Operations,IC2,Masters,11,2,1,0,2,100.0,2,5,4,0,3,92905,0,0,1,Moderate Potential / Low Performance,0.14613629757455732
EMP006980,EMP009124,Sales,IC3,Masters,5,1,3,2,3,0.0,2,2,3,0,7,90960,0,1,1,High Potential / Moderate Performance,0.24483084858076865
EMP007550,EMP007415,Legal,IC1,Bachelors,4,3,1,0,1,100.0,2,3,0,0,4,76640,0,0,0,Low Potential / Low Performance,0.13064301654532207
EMP001828,EMP000003,Engineering,M2,Associates,11,4,4,0,4,0.0,4,2,0,0,5,162371,0,0,1,High Potential / High Performance,0.22773014670136912
EMP003633,EMP000003,Engineering,M2,Bachelors,8,3,3,0,4,50.0,5,1,0,0,6,151865,0,0,1,High Potential / Moderate Performance,0.2295562860581106
EMP000963,EMP007415,Legal,IC3,Masters,13,7,3,0,3,100.0,2,3,4,0,2,106078,0,1,0,Low Potential / Moderate Performance,0.13508237839079892
EMP002994,EMP000003,Engineering,M2,Bachelors,9,1,5,1,4,50.0,5,2,2,0,3,163877,0,0,1,High Potential / High Performance,0.25075534661484145
EMP006607,EMP008371,Finance,IC2,Bachelors,5,3,4,0,2,50.0,2,0,0,0,6,87673,0,0,1,Moderate Potential / High Performance,0.1498349555185366
EMP002377,EMP009124,Sales,IC3,Bachelors,10,2,3,0,3,100.0,3,1,1,0,6,105274,0,0,1,Low Potential / Moderate Performance,0.14121240593657797
EMP008241,EMP008668,Engineering,IC4,High School,3,1,3,0,4,75.0,3,0,0,0,4,101050,0,1,0,Low Potential / Moderate Performance,0.13364080452858035
EMP000360,EMP005466,Engineering,IC2,Bachelors,16,11,4,0,2,100.0,3,3,0,0,4,103311,0,1,0,Low Potential / High Performance,0.13880144372135303
EMP003840,EMP009124,Sales,IC3,Masters,8,2,3,0,3,33.33,2,2,1,1,5,98279,0,0,1,Moderate Potential / Moderate Performance,0.18174929270334883
EMP008198,EMP001858,Marketing,IC3,Associates,3,1,4,0,3,100.0,5,0,2,0,6,87736,0,0,1,Moderate Potential / High Performance,0.1609532815004269
EMP001247,EMP000001,Operations,M1,Bachelors,12,7,3,0,4,75.0,4,2,1,0,3,143941,0,1,1,Moderate Potential / Moderate Performance,0.18330591179706232
EMP007505,EMP000003,Engineering,M1,Associates,4,2,4,0,4,100.0,4,1,1,0,3,127867,0,1,1,Low Potential / High Performance,0.14518570341268772
EMP008546,EMP000003,Engineering,IC4,Other,3,1,3,0,4,100.0,3,3,1,0,5,97840,0,0,0,Low Potential / Moderate Performance,0.1399590502347029
EMP006512,EMP009124,Sales,IC3,High School,5,3,4,0,3,100.0,3,3,1,1,5,99453,0,0,0,Low Potential / High Performance,0.12148436081955202
EMP005088,EMP005865,Marketing,IC4,Masters,6,1,4,0,4,50.0,4,4,0,0,4,107427,0,1,1,High Potential / High Performance,0.22381358382941793
EMP003695,EMP001858,Marketing,IC3,Masters,8,3,5,0,3,0.0,5,5,2,0,6,97050,0,0,1,High Potential / High Performance,0.30430051425713217
EMP001574,EMP000001,Operations,IC4,Bachelors,11,2,4,0,4,100.0,3,2,1,0,3,125403,0,1,1,Low Potential / High Performance,0.14408392044025903
EMP006282,EMP008668,Engineering,IC4,Bachelors,5,3,5,0,4,100.0,5,1,0,0,7,102076,0,0,1,Moderate Potential / High Performance,0.17790537812762505
EMP005440,EMP002462,Sales,IC4,Associates,6,3,3,0,4,100.0,3,1,1,0,3,114174,0,0,0,Low Potential / Moderate Performance,0.12742751341300879
EMP002568,EMP000003,Engineering,M1,Bachelors,9,6,5,0,4,100.0,5,0,1,1,2,138555,0,0,1,Moderate Potential / High Performance,0.17700055108088994
EMP003424,EMP008472,Data Analytics,IC3,Other,8,4,4,1,3,100.0,3,0,0,0,10,97026,0,0,0,Low Potential / High Performance,0.13668549408059097
EMP002038,EMP000001,Operations,M1,Bachelors,10,7,4,0,4,100.0,5,3,0,0,7,139869,0,1,1,Moderate Potential / High Performance,0.183729695480246
EMP000773,EMP000267,HR,M2,Bachelors,13,10,3,0,4,75.0,4,4,2,0,1,161375,0,0,1,Moderate Potential / Moderate Performance,0.18949860205467184
EMP005381,EMP000547,Finance,M1,Bachelors,6,4,4,0,4,0.0,3,3,1,0,6,126286,0,0,1,High Potential / High Performance,0.22567215065741453
EMP003563,EMP008668,Engineering,IC4,Masters,8,1,4,0,4,100.0,5,2,1,0,2,113758,0,0,1,High Potential / High Performance,0.19936088888871378
EMP000563,EMP009124,Sales,IC2,Bachelors,14,7,4,0,2,100.0,5,7,3,1,6,106641,0,1,1,Moderate Potential / High Performance,0.19632517907537694
EMP006684,EMP003750,Operations,IC2,Associates,5,2,4,0,2,100.0,4,0,0,0,1,86337,0,0,1,Low Potential / High Performance,0.14214040861713453
EMP002547,EMP004444,Product,IC3,Bachelors,9,6,4,0,3,66.67,5,2,0,0,2,98753,0,0,1,High Potential / High Performance,0.2130999833302693
EMP005511,EMP005466,Engineering,IC2,High School,6,4,2,0,2,100.0,1,1,0,0,2,83620,0,0,0,Low Potential / Low Performance,0.0911562890701436
EMP005331,EMP001858,Marketing,IC1,Bachelors,6,1,4,0,1,0.0,4,2,0,0,7,80820,0,0,1,High Potential / High Performance,0.24926281382238183
EMP008112,EMP004444,Product,IC1,Bachelors,3,2,3,0,1,100.0,3,1,3,0,2,68731,0,0,1,Low Potential / Moderate Performance,0.1431710545037696
EMP004532,EMP000003,Engineering,IC4,Other,7,1,4,0,4,75.0,5,4,1,0,4,105258,0,0,1,High Potential / High Performance,0.20531253367073143
EMP001675,EMP008472,Data Analytics,IC1,Bachelors,11,3,3,0,1,100.0,3,3,1,0,5,86355,0,0,1,Moderate Potential / Moderate Performance,0.14523598241203148
EMP007396,EMP008371,Finance,IC3,Bachelors,4,2,4,0,3,100.0,4,1,3,0,4,93624,0,0,1,Moderate Potential / High Performance,0.1611699844530977
EMP000366,EMP002462,Sales,IC4,Other,16,10,4,0,4,50.0,2,3,0,0,10,124940,0,0,1,Low Potential / High Performance,0.14306395918690157
EMP008032,EMP008144,Product,IC4,Bachelors,3,1,3,0,4,75.0,2,1,3,0,3,107702,0,0,1,Low Potential / Moderate Performance,0.14223962757848407
EMP008700,EMP009124,Sales,IC3,Bachelors,2,1,3,0,3,66.67,3,1,0,0,3,85095,0,1,1,Moderate Potential / Moderate Performance,0.16745776533547255
EMP004328,EMP000003,Engineering,M1,Masters,7,2,3,0,4,100.0,2,3,1,1,4,122643,0,0,0,Low Potential / Moderate Performance,0.13731950162330406
EMP000148,EMP009124,Sales,IC3,Bachelors,18,6,4,2,3,33.33,4,6,2,0,4,117705,0,0,1,High Potential / High Performance,0.2672480411647149
EMP001669,EMP000052,Sales,M1,Bachelors,11,4,3,0,4,50.0,3,4,3,1,1,130282,0,0,1,Moderate Potential / Moderate Performance,0.19117188610176894
EMP003089,EMP000002,Marketing,M1,Bachelors,9,2,4,0,4,50.0,4,0,1,0,3,132480,0,0,1,High Potential / High Performance,0.199967534776869
EMP008854,EMP005466,Engineering,IC3,High School,2,1,5,0,3,33.33,5,0,0,0,4,88748,0,0,1,High Potential / High Performance,0.204122907784574
EMP007651,EMP004444,Product,IC3,Associates,4,1,3,1,3,100.0,3,0,0,0,5,91452,0,0,0,Low Potential / Moderate Performance,0.13563293130414297
EMP000408,EMP001858,Marketing,IC1,Bachelors,15,4,4,0,1,100.0,4,1,0,1,5,93136,0,0,1,Moderate Potential / High Performance,0.1571375287634279
EMP007789,EMP005466,Engineering,IC2,Associates,4,2,1,0,2,50.0,1,2,2,0,4,87390,0,0,0,Low Potential / Low Performance,0.12822163894492203
EMP003457,EMP002462,Sales,IC4,Bachelors,8,2,3,2,4,50.0,4,3,2,0,4,113061,0,0,1,High Potential / Moderate Performance,0.24593051388947285
EMP006187,EMP000547,Finance,M3,PhD,5,3,4,0,6,83.33,4,1,3,1,4,191836,0,1,1,Moderate Potential / High Performance,0.19537511476602482
EMP004183,EMP000052,Sales,M2,Bachelors,7,2,3,0,4,100.0,2,3,2,0,5,144536,0,0,0,Low Potential / Moderate Performance,0.1298155935119627
EMP003577,EMP009124,Sales,IC2,Bachelors,8,5,4,0,2,100.0,4,1,0,0,1,94202,0,0,1,Moderate Potential / High Performance,0.1595748161427581
EMP003272,EMP005466,Engineering,IC3,Masters,8,4,3,0,3,66.67,4,7,1,0,3,99870,0,0,1,High Potential / Moderate Performance,0.21912937326927281
EMP004941,EMP009124,Sales,IC2,Bachelors,7,3,4,0,2,100.0,3,2,0,0,3,91494,0,0,1,Low Potential / High Performance,0.14218178070999002
EMP001032,EMP002462,Sales,IC4,Bachelors,13,6,4,0,4,25.0,4,6,0,1,4,126819,0,0,1,High Potential / High Performance,0.2390097312467466
EMP008789,EMP005466,Engineering,IC1,Bachelors,2,1,3,0,1,100.0,3,1,0,0,3,71813,0,0,1,Low Potential / Moderate Performance,0.14245897399709823
EMP006231,EMP006590,Customer Success,IC3,Associates,5,3,3,0,3,100.0,3,0,0,0,4,95261,0,0,0,Low Potential / Moderate Performance,0.12394994660834331
EMP006593,EMP005466,Engineering,IC1,Masters,5,1,5,0,1,0.0,5,1,0,0,7,73928,0,0,1,High Potential / High Performance,0.28585940462023635
EMP006725,EMP000052,Sales,M1,Bachelors,5,2,4,0,4,100.0,4,0,0,0,3,128018,0,0,1,Moderate Potential / High Performance,0.15927676218498427
EMP008068,EMP004444,Product,IC3,Bachelors,3,0,4,0,3,100.0,5,0,2,0,8,86995,0,0,1,Moderate Potential / High Performance,0.17893250684750328
EMP000856,EMP009124,Sales,IC1,Bachelors,13,4,3,1,1,100.0,1,4,1,0,3,93635,0,0,0,Low Potential / Moderate Performance,0.12292967001686479
EMP003927,EMP000003,Engineering,M3,Associates,8,2,2,0,6,50.0,4,1,2,0,3,186716,0,1,1,Moderate Potential / Low Performance,0.18909231706417168
EMP008557,EMP000052,Sales,M3,Masters,3,1,3,0,6,83.33,3,2,1,0,5,182752,0,0,1,Moderate Potential / Moderate Performance,0.167888011288037
EMP000079,EMP009124,Sales,IC1,Masters,20,5,3,0,1,100.0,1,8,1,0,0,100681,0,0,0,Low Potential / Moderate Performance,0.12958378234936607
EMP007089,EMP009124,Sales,IC1,Bachelors,4,2,4,0,1,100.0,5,1,2,0,2,76561,0,0,1,Moderate Potential / High Performance,0.18359672397917598
EMP002248,EMP009124,Sales,IC2,Bachelors,10,7,3,0,2,100.0,2,2,2,0,2,95698,0,0,0,Low Potential / Moderate Performance,0.12438383281645427
EMP008272,EMP000122,Product,M1,Masters,3,0,4,1,4,100.0,5,2,1,0,2,121309,0,1,1,High Potential / High Performance,0.21698243757963362
EMP004027,EMP000002,Marketing,M2,Bachelors,8,5,2,0,4,100.0,2,1,3,0,5,149633,0,0,0,Low Potential / Low Performance,0.12541101350606107
EMP000715,EMP009124,Sales,IC1,Bachelors,14,10,4,0,1,100.0,4,3,3,0,3,92135,0,1,1,Moderate Potential / High Performance,0.16043812755860906
EMP007452,EMP009124,Sales,IC2,Bachelors,4,3,3,0,2,50.0,4,0,0,0,5,86394,0,0,1,Moderate Potential / Moderate Performance,0.1978288449942849
EMP000789,EMP003750,Operations,IC2,Bachelors,13,2,4,0,2,100.0,3,0,0,0,6,98894,0,0,0,Low Potential / High Performance,0.13611909557918295
EMP002280,EMP005466,Engineering,IC3,Bachelors,10,2,4,0,3,33.33,4,1,1,0,2,106413,0,0,1,High Potential / High Performance,0.21803042685568955
EMP004096,EMP003750,Operations,IC1,Bachelors,7,2,4,0,1,100.0,4,0,3,0,3,78252,0,1,1,Moderate Potential / High Performance,0.15800243172370082
EMP003898,EMP001858,Marketing,IC2,Bachelors,8,4,2,0,2,100.0,1,3,3,0,2,86109,0,0,0,Low Potential / Low Performance,0.11364447775929207
EMP007960,EMP000044,Data Analytics,M3,Bachelors,3,1,2,0,6,100.0,2,0,1,1,7,187471,0,0,0,Low Potential / Low Performance,0.1244352761253522
EMP007178,EMP001858,Marketing,IC2,Masters,4,2,4,1,2,100.0,5,2,3,0,0,84467,0,0,1,High Potential / High Performance,0.21550484699750358
EMP009086,EMP001858,Marketing,IC3,Bachelors,1,0,3,0,3,100.0,3,0,0,0,5,91667,0,0,1,Low Potential / Moderate Performance,0.14038122270779854
EMP003632,EMP005466,Engineering,IC2,High School,8,5,2,0,2,100.0,3,1,0,1,0,86390,0,0,0,Low Potential / Low Performance,0.12131016133811674
EMP008894,EMP009124,Sales,IC2,Masters,2,1,3,1,2,50.0,4,1,2,0,2,76125,0,0,1,High Potential / Moderate Performance,0.23400975241022418
EMP007298,EMP003750,Operations,IC1,Bachelors,4,2,4,2,1,100.0,4,1,1,0,6,71480,0,0,1,Moderate Potential / High Performance,0.18594971710127275
EMP006273,EMP005466,Engineering,IC2,Masters,5,2,4,1,2,50.0,4,1,1,0,4,87837,0,0,1,High Potential / High Performance,0.22807553065837702
EMP000425,EMP006590,Customer Success,IC1,Associates,15,4,3,0,1,100.0,3,2,0,0,1,98523,0,0,0,Low Potential / Moderate Performance,0.12865919683068106
EMP000393,EMP009124,Sales,IC2,Associates,15,5,3,0,2,100.0,3,6,0,0,0,103574,0,0,0,Low Potential / Moderate Performance,0.13860556616237205
EMP003192,EMP008371,Finance,IC1,Associates,8,5,3,0,1,100.0,1,1,0,0,3,77601,0,0,0,Low Potential / Moderate Performance,0.09415519808338704
EMP000017,EMP009124,Sales,IC2,Other,25,15,3,1,2,100.0,3,11,0,0,4,128708,0,1,1,Moderate Potential / Moderate Performance,0.16319345264282412
EMP006336,EMP002462,Sales,IC4,Associates,5,2,4,0,4,100.0,5,0,0,0,7,113695,0,1,1,Moderate Potential / High Performance,0.15951958453008094
EMP004201,EMP000002,Marketing,M1,Bachelors,7,5,1,0,4,75.0,1,7,1,0,8,122554,0,0,0,Low Potential / Low Performance,0.13639772179665705
EMP002673,EMP005466,Engineering,IC2,Bachelors,9,6,2,0,2,100.0,2,2,2,0,3,88168,0,0,0,Low Potential / Low Performance,0.12618765490836545
EMP002445,EMP000034,Customer Success,M1,Bachelors,10,7,1,0,4,25.0,1,0,2,0,6,134954,0,0,1,Moderate Potential / Low Performance,0.1526708716425998
EMP006698,EMP008144,Product,IC4,Bachelors,5,2,3,0,4,25.0,3,2,0,0,4,101539,0,0,1,High Potential / Moderate Performance,0.2041803185074049
EMP006165,EMP000003,Engineering,M1,Bachelors,5,1,3,0,4,50.0,3,3,0,0,5,123176,0,1,1,Moderate Potential / Moderate Performance,0.18652238016516742
EMP002602,EMP001858,Marketing,IC2,Masters,9,2,5,0,2,100.0,3,6,2,0,5,92940,0,0,1,Moderate Potential / High Performance,0.15909790616498592
EMP003494,EMP004042,HR,IC1,Masters,8,4,4,0,1,100.0,4,0,3,0,4,85839,0,0,1,Moderate Potential / High Performance,0.16478647871996985
EMP006045,EMP005466,Engineering,IC2,Bachelors,5,3,4,0,2,100.0,4,4,2,0,3,82786,0,0,1,Moderate Potential / High Performance,0.1687832033845215
EMP001460,EMP005466,Engineering,IC2,Bachelors,11,2,5,0,2,100.0,4,6,1,0,6,101773,0,0,1,Moderate Potential / High Performance,0.17073047537216207
EMP003805,EMP008371,Finance,IC2,High School,8,3,1,0,2,50.0,2,2,0,0,2,87981,0,0,0,Low Potential / Low Performance,0.13883311041248586
EMP007395,EMP000002,Marketing,M1,PhD,4,2,3,0,4,100.0,2,3,1,0,5,118400,0,0,1,Low Potential / Moderate Performance,0.14471284757178313
EMP004840,EMP000547,Finance,M1,Associates,7,4,4,0,4,75.0,4,0,0,0,6,136250,0,0,1,Moderate Potential / High Performance,0.1565864456943952
EMP008127,EMP000044,Data Analytics,IC4,Bachelors,3,2,3,0,4,75.0,4,0,1,0,2,108772,0,0,1,Moderate Potential / Moderate Performance,0.1813714224966847
EMP003836,EMP003750,Operations,IC3,Bachelors,8,4,4,0,3,66.67,2,4,2,0,3,97023,0,0,1,Moderate Potential / High Performance,0.15090386106419995
EMP005684,EMP000052,Sales,M1,Associates,6,1,3,0,4,25.0,2,3,0,0,4,131071,0,0,1,Moderate Potential / Moderate Performance,0.16522615550710715
